Game_Title,All_Review_Cat,Release_Date,Game_Developer,Game_Publisher,Player_Type,Has_Violence,Price_Original_Before_Discount,Discount_Percentage,Price_Discount,Price_Original,price_subscription,Genre_List,OS_List,Memory,Storage,Hard_Drive,VR_Support,Purchase_All,Purchase_Steam,Purchase_Other,Review_All,Review_Positive,Review_Negative
Dimension Hunter VR,Mostly Positive,"22 Sep, 2017",Pocket Money Games,Pocket Money Games,Single-player,None,None,None,None,42,None,"['Action', 'Indie']",['windows'],['2 GB RAM'],['1 GB available space'],[],VR Support,91,79,12,91,73,18
Castle Battles,Positive,"17 Dec, 2016",Light Arc Studio Ltd,Light Arc Studio Ltd,Single-player,None,None,None,None,369,None,"['Action', 'Indie', 'Strategy']","['windows', 'mac']","['2 GB RAM', '2 GB RAM']","['1 GB available space', '1 GB available space']",[],None,31,27,4,31,29,2
Drifting Lands,Mostly Positive,"5 Jun, 2017",Alkemi,Alkemi,Single-player,None,None,None,None,519,None,"['Action', 'Indie', 'RPG']",['windows'],['2 GB RAM'],['1 GB available space'],[],None,231,186,45,231,187,44
Deep Rock Galactic  Original Soundtrack,Positive,"28 Feb, 2018",Ghost Ship Games,Coffee Stain Publishing,Single-player,None,None,None,None,299,None,"['Action', 'Indie']",['windows'],[],['800 MB available space'],[],None,41,41,0,41,38,3
Chaos Domain,Mostly Negative,"2 May, 2014",Holy Warp,KISS ltd,Single-player,None,None,None,None,369,None,"['Action', 'Indie']",['windows'],['2 GB RAM'],['2 GB available space'],[],None,823,36,787,823,250,573
The Last Tinker City of Colors,Mostly Positive,"12 May, 2014",Mimimi Games,Daedalic Entertainment,Single-player,None,399,-88%,47,None,None,"['Action', 'Adventure', 'Indie']","['windows', 'linux', 'mac']","['2 GB RAM', '2 GB RAM', '2 GB RAM']","['2 GB available space', '2 GB available space', '2 GB available space']",[],None,690,487,203,690,564,126
DASH Danger Action Speed Heroes,Positive,"6 Jun, 2019",Baby Duka,Baby Duka,Single-player,None,None,None,None,349,None,"['Action', 'Indie', 'Early Access']","['windows', 'linux']","['4 GB RAM', '4 GB RAM']","['350 MB available space', '350 MB available space']",[],None,15,11,4,15,15,0
Rock N Roll Defense,Very Positive,"10 Aug, 2016",NukGames,NukGames,Single-player,None,199,-89%,21,42,None,"['Action', 'Adventure', 'Casual', 'Strategy']",['windows'],['1 GB RAM'],['1 GB available space'],[],None,1114,970,144,1114,936,178
Hopalong The Badlands,Positive,"22 Nov, 2017",From the Future LLC,From the Future LLC,Single-player,None,None,None,None,459,None,"['Action', 'Adventure', 'Indie']",['windows'],['4 GB RAM'],['4 GB available space'],[],VR Support,24,20,4,24,23,1
Disney Princess Enchanted Journey,Positive,"7 Nov, 2007",Papaya Studio,Disney,Single-player,None,None,None,None,529,None,['Adventure'],['windows'],['256 MB RAM'],['1844 MB available space'],[],None,38,25,13,38,34,4
VRacer Hoverbike,Very Positive,"13 Apr, 2018",VertexBreakers,VertexBreakers,Online PvP,None,None,None,None,529,None,"['Action', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",['windows'],['4 GB RAM'],['2000 MB available space'],[],VR Support,160,146,14,160,144,16
HEIANKYO ALIEN,Positive,"13 Oct, 2017","Mindware Co.,Ltd.","Mindware Co.,Ltd.",Single-player,None,None,None,None,459,None,"['Action', 'Indie']",['windows'],[' GB RAM'],[],[],None,23,20,3,23,21,2
GATARI Sand on Teeth,Mostly Positive,"25 Apr, 2019",Aleksander Hids,Aleksander Hids,Single-player,None,None,None,None,85,None,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Sports', 'Early Access']",['windows'],['4 GB RAM'],['2 GB available space'],[],None,21,18,3,21,15,6
Pocket Rogues,Very Positive,"25 Oct, 2018",EtherGaming,EtherGaming,Single-player,None,None,None,None,299,None,"['Action', 'Indie', 'RPG', 'Early Access']",['windows'],['2048 MB RAM'],['149 MB available space'],[],None,123,112,11,123,112,11
BattleCore Arena,Positive,"4 Oct, 2017",Cosmic Ray Studio,Cosmic Ray Studio,Online PvP,None,None,None,None,399,None,"['Action', 'Indie', 'Early Access']",['windows'],['8 GB RAM'],['5 GB available space'],[],None,49,28,21,49,43,6
Freespace 2,Mostly Positive,"6 Jun, 2014",Volition Inc,Interplay Corp,Single-player,None,None,None,None,369,None,['Action'],['windows'],['254 MB RAM'],['2490 MB available space'],[],None,236,226,10,236,177,59
Escape until Friday,Very Positive,"13 May, 2019",Poly anchor studio,Poly anchor studio,Single-player,None,None,None,None,165,None,"['Action', 'Indie', 'Early Access']",['windows'],['4 GB RAM'],['3 GB available space'],[],None,79,75,4,79,71,8
Turner,Positive,"15 Jul, 2016",Bean Boy Games,Bean Boy Games,Single-player,None,None,None,None,125,None,"['Action', 'Adventure', 'Indie']","['windows', 'mac']","['1 GB RAM', '1 GB RAM']","['2200 MB available space', '2200 MB available space']",[],None,45,36,9,45,43,2
STAR WARS Rogue Squadron 3D,Mostly Positive,"3 Dec, 1998",Factor 5,LucasArts,Single-player,None,None,None,None,349,None,"['Action', 'Simulation']",['windows'],['1 GB RAM'],['168 MB available space'],[],None,796,724,72,796,569,227
Home Sweet Home EP2,Mostly Positive,"25 Sep, 2019","YGGDRAZIL GROUP PUBLIC CO., LTD.","Ningbo Inception Media Co., Ltd.",Single-player,None,None,None,None,549,None,"['Action', 'Adventure', 'Indie']",['windows'],['8 GB RAM'],['26 GB available space'],[],None,578,509,69,578,441,137
LOST ORBIT,Positive,"12 May, 2015",PixelNAUTS,PixelNAUTS,Single-player,None,None,None,None,350,None,"['Action', 'Adventure', 'Indie']",['windows'],['4 GB RAM'],['1300 MB available space'],[],None,45,25,20,45,44,1
Floppy Heroes 2,Positive,"17 Apr, 2020",Matthew Kania,Matthew Kania,Single-player,None,259,-20%,207,None,None,"['Action', 'Casual', 'Indie']",['windows'],['4 GB RAM'],['300 MB available space'],[],None,11,10,1,11,10,1
STAR WARS Galactic Battlegrounds Saga,Very Positive,"9 Nov, 2001",Ensemble Studios,Disney,Single-player,violence/bad_language,None,None,None,219,None,"['Action', 'Strategy']",['windows'],['1 GB RAM'],['886 MB available space'],[],None,1993,1557,436,1993,1762,231
Fantasy  Blade,Very Positive,"6 Jun, 2019",绝汪,绝汪,Single-player,None,None,None,None,165,None,"['Action', 'Adventure', 'Indie', 'RPG']",['windows'],['4 GB RAM'],['500 MB available space'],[],None,204,187,17,204,167,37
Grand Class Melee 2,Mostly Positive,"20 Jul, 2018",Ogopogoid Entertainment,Ogopogoid Entertainment,Single-player,None,None,None,None,199,None,"['Action', 'Indie', 'RPG', 'Strategy']",['windows'],['3 GB RAM'],['250 MB available space'],[],None,40,27,13,40,31,9
BUCK Saturday Morning Cartoon Apocalypse,Positive,"17 Mar, 2017",Wave Interactive,Wave Interactive,Single-player,None,None,None,None,369,None,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",['windows'],['5 GB RAM'],['3 GB available space'],[],None,55,38,17,55,48,7
Zenodyne R,Positive,"29 May, 2016",Team Grybanser Fox,Team Grybanser Fox,Single-player,None,None,None,None,369,None,"['Action', 'Indie']",['windows'],['512 MB RAM'],['200 MB available space'],[],None,57,19,38,57,49,8
Slay The Bigies,2 user reviews,"18 Mar, 2020",QuickSave,QuickSave,Single-player,None,None,None,None,419,None,"['Action', 'Adventure', 'Indie', 'RPG']",['windows'],['4 GB RAM'],['1500 MB available space'],[],None,4,2,2,4,4,0
IL2 Sturmovik Battle of Moscow,Very Positive,"9 Aug, 2016",1C Game Studios,1C Game Studios,Single-player,None,None,None,None,3399,None,"['Action', 'Simulation']",[],[],[],[],None,87,68,19,87,75,12
John Wick Chronicles,Mixed,"9 Feb, 2017",Starbreeze Studios,Starbreeze Studios,Single-player,None,None,None,None,565,None,['Action'],['windows'],['8 GB RAM'],['10 GB available space'],[],VR Support,244,216,28,244,154,90
Gun Crazy,Mostly Positive,"12 Nov, 2019",Ritual Games,GrabTheGames,Single-player,None,None,None,None,199,None,"['Action', 'Adventure', 'Indie']",['windows'],['4 MB RAM'],[],[],None,55,30,25,55,41,14
Horizon Shift,Positive,"29 May, 2015",Flump Studios,Funbox Media Ltd,Single-player,None,None,None,None,Horizon Shift Demo,None,"['Action', 'Indie']",['windows'],['2 GB RAM'],['500 MB available space'],[],None,303,18,285,303,238,65
Clash of Puppets,Positive,"16 Dec, 2014",Drakkar Dev,Crescent Moon Games,Single-player,None,None,None,None,259,None,"['Action', 'Indie']",['windows'],['2 GB RAM'],['1 GB available space'],[],None,59,12,47,59,42,17
Rush to Adventure,Positive,"11 Sep, 2017",Digital Awakening,Digital Awakening,Single-player,None,349,-75%,87,None,None,"['Action', 'Adventure', 'Indie', 'RPG']",['windows'],['1 GB RAM'],['25 MB available space'],[],None,19,17,2,19,17,2
Gloom,Very Positive,"13 Apr, 2017",Hunchback Studio,Hunchback Studio,Single-player,None,None,None,None,369,None,"['Action', 'Adventure', 'Indie']","['windows', 'linux', 'mac']","['512 MB RAM', '512 MB RAM', '512 MB RAM']","['100 MB available space', '100 MB available space', '100 MB available space']",[],None,437,375,62,437,371,66
Legacy of Lina,Positive,"2 Nov, 2018",Bks,Bks,Single-player,None,None,None,None,125,None,"['Action', 'Adventure', 'Indie']",['windows'],['2 GB RAM'],['350 MB available space'],[],None,12,10,2,12,12,0
Unruly Ghouls,Positive,"19 Oct, 2016",Machete Games LLC,Machete Games LLC,Single-player,None,None,None,None,199,None,['Action'],['windows'],['8 GB RAM'],['1024 MB available space'],[],VR Support,15,10,5,15,15,0
SUGURI,Very Positive,"1 Jul, 2014",Orange_Juice,Rockin' Android,Single-player,None,None,None,None,299,None,"['Action', 'Indie']",['windows'],['256 MB RAM'],['500 MB available space'],[],None,154,117,37,154,135,19
Quarries of Scred,Positive,"22 Apr, 2015",Hammerspace Games,Hammerspace Games,Single-player,None,None,None,None,219,None,"['Action', 'Indie']",['windows'],['1 GB RAM'],['250 MB available space'],[],None,58,21,37,58,51,7
Looking for Heals,Positive,"11 Jun, 2019",Blue Bomber Games,Blue Bomber Games,Single-player,None,None,None,None,459,None,"['Action', 'Adventure', 'Indie', 'Strategy', 'Early Access']",['windows'],['2 GB RAM'],['300 MB available space'],[],None,36,33,3,36,30,6
Red Faction Armageddon,Mostly Positive,"7 Jun, 2011",Volition,THQ Nordic,Single-player,PEGI Online,1739,-80%,347,699,None,['Action'],['windows'],['2GB System RAM or more'],[],['75 GB'],None,3922,1945,1977,3922,2846,1076
Another Sight  Definitive Edition,Very Positive,"6 Sep, 2018",Lunar Great Wall Studios,Fish Eagle,Single-player,None,None,None,None,529,None,"['Action', 'Adventure', 'Casual', 'Indie']","['windows', 'mac']","['4 GB RAM', '8 GB RAM']","['5 GB available space', '5 GB available space']",[],None,112,84,28,112,95,17
Yumori Forest,Positive,"14 Sep, 2018",tera14,tera14,Single-player,None,None,None,None,349,None,"['Action', 'Indie']",['windows'],['4 GB RAM'],['40 MB available space'],[],None,13,10,3,13,13,0
Giga Girl,Positive,"23 Mar, 2016",Outgunned Games,Outgunned Games,Single-player,None,None,None,None,125,None,"['Action', 'Indie']",['windows'],['2 GB RAM'],['500 MB available space'],[],None,21,17,4,21,15,6
SKIPCHASER,Mostly Positive,"4 Jun, 2018",Ponywolf,"Ponywolf, LLC",Single-player,None,None,None,None,199,None,"['Action', 'Indie', 'RPG']","['windows', 'mac']","['1 GB RAM', '1 GB RAM']","['100 MB available space', '100 MB available space']",[],None,50,24,26,50,39,11
Extinction,Mixed,"10 Apr, 2018",Iron Galaxy,Modus Games,Single-player,violence/bad_language,None,None,None,699,None,"['Action', 'Adventure']",['windows'],['8 GB RAM'],['3 GB available space'],[],None,207,66,141,207,66,141
Heckpoint,Positive,"10 Apr, 2018",Nodacoy Games,Rooster Republic LLC,Single-player,None,None,None,None,349,None,"['Action', 'Indie']",['windows'],['3 GB RAM'],['250 MB available space'],[],None,15,13,2,15,14,1
Call of Duty Black Ops III  Revelations Zombies Map,Mostly Positive,"1 May, 2018",Treyarch,Activision,Single-player,violence/bad_language,None,None,None,665,None,"['Action', 'Adventure']",['windows'],['6 GB RAM'],['100 GB available space'],[],None,43,37,6,43,33,10
Monsterland,Positive,"15 Dec, 2015",Second Variety Games,Second Variety Games,Single-player,None,None,None,None,58,None,"['Action', 'Adventure', 'Indie']",['windows'],['1 GB RAM'],['100 MB available space'],[],None,33,22,11,33,32,1
INTERSTELLAR PRIME,Positive,"8 Jan, 2020",Dreamcatcher Studio,Dreamcatcher Studio,Single-player,None,None,None,None,INTERSTELLAR PRIME PreAlpha 01 Game Engine Demo,None,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",['windows'],['16 GB RAM'],['10 GB available space'],[],None,20,19,1,20,17,3
Scrap Attack VR,Mostly Positive,"18 Jan, 2018",VISR,VISR Dynamics Ltd,Single-player,None,None,None,None,42,None,"['Action', 'Casual', 'Indie']",['windows'],['4 GB RAM'],['500 MB available space'],[],VR Support,19,13,6,19,12,7
Devil May Cry 5  DMC3 Battle Track 3Pack,Positive,"8 Mar, 2019","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Single-player,violence/bad_language,None,None,None,166,None,['Action'],['windows'],['8 GB RAM'],['35 GB available space'],[],None,14,12,2,14,14,0
Seals of the Bygone,Positive,"14 Mar, 2020",rologfos,rologfos,Single-player,None,None,None,None,419,None,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']","['windows', 'mac']","['2 GB RAM', '4 GB RAM']",[],[],None,20,13,7,20,18,2
Audio Arena,Positive,"25 Jul, 2016",Skydome Studios,Skydome Studios,Single-player,None,None,None,None,319,None,['Action'],['windows'],['4 GB RAM'],['700 MB available space'],[],VR Support,23,18,5,23,20,3
Artemis GodQueen of The Hunt,Positive,"29 May, 2019",James Leakos,James Leakos,Single-player,None,None,None,None,299,None,"['Action', 'Adventure', 'Indie']","['windows', 'mac']","['4 GB RAM', '4 GB RAM']","['2 GB available space', '2 GB available space']",[],None,30,10,20,30,23,7
Koihime Enbu,Very Positive,"19 May, 2016",UNKNOWN GAMES,Degica,Single-player,None,None,None,None,199,None,['Action'],['windows'],['3 GB RAM'],['4 GB available space'],[],None,244,199,45,244,208,36
One Person Story,Positive,"23 Aug, 2018",Lampogolovii,Lampogolovii,Single-player,None,None,None,None,199,None,"['Action', 'Casual', 'Indie']","['windows', 'mac']","['1 GB RAM', '1 GB RAM']","['200 MB available space', '200 MB available space']",[],None,17,11,6,17,17,0
Your Bunny Wrote,Positive,"4 Dec, 2017",SharkGame,Garage Games,Single-player,None,None,None,None,129,None,"['Action', 'Adventure', 'Casual', 'Indie']",['windows'],['1 GB RAM'],['250 MB available space'],[],None,143,33,110,143,127,16
El Tango de la Muerte,Very Positive,"25 Apr, 2018",Hernán Smicht,Hernán Smicht,Single-player,None,None,None,None,259,None,[],['windows'],['2 GB RAM'],['300 MB available space'],[],None,124,102,22,124,123,1
War Trigger Classic,Mixed,"23 Jan, 2019",Rocketeer Games Studio LLC,Rocketeer Games Studio LLC,Online PvP,None,None,None,None,529,None,"['Action', 'Indie']","['windows', 'mac']","['2 GB RAM', '2 GB RAM']","['2 GB available space', '2 GB available space']",[],None,669,628,41,669,388,281
Dark Deception,Very Positive,"27 Sep, 2018",Glowstick Entertainment,Glowstick Entertainment,Single-player,None,None,None,None,Free,None,"['Action', 'Adventure', 'Free to Play', 'Indie']",['windows'],['8 GB RAM'],['1 GB available space'],[],None,3196,72,3124,3196,2960,236
Demon Truck,Positive,"26 Sep, 2016",Triger Mountain,Adventurepro Games LLC,Single-player,None,None,None,None,259,None,"['Action', 'Casual', 'Indie', 'Racing']","['windows', 'linux', 'mac']","['4 GB RAM', '4 GB RAM', '4 GB RAM']","['200 MB available space', '200 MB available space', '200 MB available space']",[],None,36,32,4,36,31,5
Survival Method,Mixed,"25 Jan, 2019",AjiGohanGames,AjiGohanGames,Single-player,None,None,None,None,489,None,"['Action', 'Adventure', 'Indie', 'Early Access']",['windows'],['4 GB RAM'],['3 GB available space'],[],None,95,90,5,95,38,57
Worlds Fastest Pizza,Positive,"15 Mar, 2016",Oscar Brittain,Oscar Brittain,Single-player,None,None,None,None,125,None,"['Action', 'Indie', 'Simulation']",['windows'],['1 GB RAM'],['350 MB available space'],[],None,38,31,7,38,35,3
Hello Neighbor Hide and Seek,Positive,"10 Dec, 2019",Dynamic Pixels,tinyBuild,Single-player,None,None,None,None,699,None,"['Action', 'Adventure']",['windows'],['8 GB RAM'],['2 GB available space'],[],None,41,32,9,41,39,2
World of Warplanes,Mostly Positive,"12 Sep, 2018",Wargaming Group Limited,Wargaming Group Limited,MMO,None,None,None,None,Free To Play,None,"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Early Access']",['windows'],['4 GB RAM'],['35 GB available space'],[],None,1036,0,1036,1036,736,300
Strikey Sisters,Very Positive,"1 Jun, 2017",DYA Games,DYA Games,Single-player,None,None,None,None,399,None,"['Action', 'Adventure', 'Indie']",['windows'],['1 GB RAM'],['60 MB available space'],[],None,516,485,31,516,478,38
Fresh Body,Mostly Positive,"16 Nov, 2016",LOVIGAME,LOVIGAME,Single-player,violence/bad_language,None,None,None,369,None,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",['windows'],['2 GB RAM'],['400 MB available space'],[],None,1205,1052,153,1205,951,254
Revival DOA6 Maid Costume  Marie Rose,None,"21 Jan, 2020","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Single-player,violence/bad_language,None,None,None,85,None,['Action'],['windows'],['8 GB RAM'],['50 GB available space'],[],None,None,None,None,None,None,None
BoxMaker,Mixed,"8 Aug, 2017",Silver Moon Internet,Silver Moon Internet,Single-player,None,None,None,None,299,None,['Action'],['windows'],['1 GB RAM'],['100 MB available space'],[],None,70,69,1,70,34,36
SwordBounce,Positive,"19 May, 2018",GogglesKitty,GogglesKitty,Single-player,None,None,None,None,199,None,"['Action', 'Indie']",['windows'],['1 GB RAM'],['200 MB available space'],[],None,16,12,4,16,15,1
Tallowmere,Very Positive,"4 Mar, 2015",Chris McFarland,Chris McFarland,Single-player,violence/bad_language,None,None,None,165,None,"['Action', 'Indie']","['windows', 'linux', 'mac']","['2 GB RAM', '2 GB RAM', '2 GB RAM']","['125 MB available space', '130 MB available space', '130 MB available space']",[],None,682,620,62,682,633,49
Elude,Positive,"6 Apr, 2018",Rock Interactive,Rock Interactive,Single-player,None,None,None,None,42,None,"['Action', 'Casual', 'Indie']",['windows'],['4 GB RAM'],['125 MB available space'],[],None,12,10,2,12,10,2
DOA6 Nova SciFi Body Suit  Marie Rose,None,"21 Jan, 2020","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Single-player,violence/bad_language,None,None,None,125,None,['Action'],['windows'],['8 GB RAM'],['50 GB available space'],[],None,None,None,None,None,None,None
